candidate_id,item_text,description,provider,giro,source,source_file,folio,siblings,top1_conf,audited,verdict,audit_reason
OQ-00736,Item,Servicios de Mantención~SERVICIO DE MANTENIMIENTO PREVENTIVO 1P06110ETN6000696,Salinas y Fabres S.A.,"Venta de maquinarias, vehículos, repuestos, servicio técnico.",COMPRAS,DTE_061_000000346175_915020003.xml,346175,Item - Servicios de Mantención~SERVICIO DE MANTENIMIENTO PREVENTIVO 1P06110ETN6000696,0.9500,N,,
OQ-00738,Item,SERVICIOS~ REPARACION MOTOR-BLOCK 6405,SALINAS Y FABRES S.A.,"VENTA DE MAQUINARIAS, VEHÍCULOS, REPUESTOS, SERVICIO TÉCNICO.",COMPRAS,DTE_033_000005124453_915020003.xml,5124453,Item - SERVICIOS~ REPARACION MOTOR-BLOCK 6405,0.9500,N,,
OQ-00741,EMBUDO 37CM MOTORLIFE,120893,SOC. COMERC. DE REPUESTOS S.P.A.,VTA. ACCESORIOS Y REPUESTOS AUTOM.,COMPRAS,DTE_033_000003067462_767627408.xml,3067462,CEP LIMPIA CONDUCTO AIRE - 1067865; EMBUDO 37CM MOTORLIFE - 120893; PORTA CELULAR - TABLET - 170566; ROBA CORRIENTE 150A - 120855; SET ELASTICO MOSQUETON - 121264,0.9500,N,,
OQ-00742,Item,FILTRO ACEITE MOTOR ** Oferta **,SALINAS Y FABRES S.A.,"VENTA DE MAQUINARIAS, VEHÍCULOS, REPUESTOS, SERVICIO TÉCNICO.",COMPRAS,DTE_033_000005110656_915020003.xml,5110656,"Item - 968042 JD Plus 50 II 15W40 18,9L ** Oferta **; Item - REFRIG 2.5G COOL-GARD II PREMIX ** Oferta **; Item - FILTRO ACEITE MOTOR ** Oferta **; Item - FILTRO DE COMBUSTIBLE ** Oferta **; Item - FILTRO AIRE MOTOR ESTACIONARIO; Item - FILTRO DE AIRE ** Oferta **",0.9500,N,,
OQ-00748,MOBIL GREASE XHP 222 POMO 400 GRS&#46;,,GUSTAVO ALONSO VALENZUELA CORNEJO,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,COMPRAS,DTE_033_000000109324_6781990K.xml,109324,,0.9000,N,,
OQ-00750,INSUMO,,Kaufmann S.A. Vehículos Motorizados,"SERVICIO TECNICO Y TALLER, MANTEN.Y REPARACIONES",COMPRAS,DTE_033_000006756407_924750006.xml,6756407,REPUESTO; TRABAJO FUERA TALLER,0.8500,N,,
OQ-00757,NEU-KUMHO-275/60 R20 AT51 102T VT,NEU-KUMHO-275/60 R20 AT51 102T VT,AUTOMOTRIZ SALFA SUR LIMITADA,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES EXCEPTO MOTOCICLETAS,COMPRAS,DTE_033_000000775999_936880002.xml,775999,NEU-KUMHO-275/60 R20 AT51 102T VT - NEU-KUMHO-275/60 R20 AT51 102T VT; SER- ECOTASA SUB. CATEGORíA N3 - SER- ECOTASA SUB. CATEGORíA N3,0.8500,N,,
OQ-00764,000370001,CAMBIO DE PASTILLAS VEHIC. NORMAL,CRUZ Y CIA,VENTA PROD AUTOMOTRICES,COMPRAS,DTE_061_000000048431_85184600K.xml,48431,000370017 - REGULACION Y LIMPIEZA DE FRENOS; 000370001 - CAMBIO DE PASTILLAS VEHIC. NORMAL; 000150005 - ALINEACION CAMIONETA Y/O SUV; 000040052 - BALANCEO NORMAL 16+; 040271102 - PAST. FRENO FORD RANGER 3.2 2WD BT 50 DEL 12,0.9500,N,,
OQ-00765,FORD F150 LARIAT TBZL-91 93164 19/12/2025 16:47 801490,A@FORD F150 LARIAT TBZL-91 93164 19/12/2025 16:47 801490,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000610482_969183005.xml,610482,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden - AUTO@Marca Modelo Patente Stock Km.V; FORD F150 LARIAT TBZL-91 93164 19/12/2025 16:47 801490 - A@FORD F150 LARIAT TBZL-91 93164 19/12/2025; -------------------------------------------------------------------------------- - A@---------------; CODIGO DESCRIPCION - A@CODIGO DESCRIPCION; S-MD90 NOVENA MANTENCION - A@S-MD90 NOVENA MANTENCI,0.9500,N,,
OQ-00772,FORD RANGER XL 4X RZGC-45 119636 12/09/2025 09:29 781448,A@FORD RANGER XL 4X RZGC-45 119636 12/09/2025 09:29 781448,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000599067_969183005.xml,599067,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden - AUTO@Marca Modelo Patente Stock Km.V; FORD RANGER XL 4X RZGC-45 119636 12/09/2025 09:29 781448 - A@FORD RANGER XL 4X RZGC-45 119636 12/09/; -------------------------------------------------------------------------------- - A@---------------; CODIGO DESCRIPCION - A@CODIGO DESCRIPCION; S-MD20 SEGUNDA MANTENCION - A@S-MD20 SEGUNDA MANTEN,0.8500,N,,
OQ-00773,BOLA DE ENGANCHE MOTORLIFE 1 7/8X1,,EASY RETAIL S.A.,Comercial,COMPRAS,DTE_033_000036040575_765686601.xml,36040575,AMPOLLETA. 12V21/W5 2 CONT. PACK 2UN; BASURERO AUTOMOVIL,0.7000,N,,
OQ-00779,000370001,CAMBIO DE PASTILLAS VEHIC. NORMAL C.O.: 910,CRUZ Y CIA. LTDA,VENTA DE PRODUCTOS AUTOMOTRICES,COMPRAS,DTE_033_000000606101_85184600K.xml,606101,000370017 - REGULACION Y LIMPIEZA DE FRENOS C.O.: 910; 000370001 - CAMBIO DE PASTILLAS VEHIC. NORMAL C.O.: 910; 000150005 - ALINEACION CAMIONETA Y/O SUV C.O.: 1382; 000040052 - BALANCEO NORMAL 16+ C.O.: 910; 040271102 - PAST. FRENO FORD RANGER 3.2 2WD BT 50 DEL 12,0.9500,N,,
OQ-00792,Item,FILTRO AIRE INTERIOR ** Oferta **,SALINAS Y FABRES S.A.,"VENTA DE MAQUINARIAS, VEHÍCULOS, REPUESTOS, SERVICIO TÉCNICO.",COMPRAS,DTE_033_000004683653_915020003.xml,4683653,Item - TY26679 PLUS 50II 15W40 5GAL ** Oferta **; Item - FILTRO ACEITE MOTOR ** Oferta **; Item - FILTRO DE COMBUSTIBLE ** Oferta **; Item - FILTRO AIRE PRIMARIO EON 8 ** Oferta **; Item - FILTRO AIRE INTERIOR ** Oferta **,0.8500,N,,
OQ-00796,NEU-KUMHO-245/75 R16 MT51 120/116Q 10PR VT TL,NEU-KUMHO-245/75 R16 MT51 120/116Q 10PR VT TL,AUTOMOTRIZ SALFA SUR LIMITADA,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES EXCEPTO MOTOCICLETAS,COMPRAS,DTE_033_000000755034_936880002.xml,755034,NEU-KUMHO-245/75 R16 MT51 120/116Q 10PR VT TL - NEU-KUMHO-245/75 R16 MT51 120/116Q 10PR VT TL; SER- ECOTASA SUB. CATEGORíA N3 - SER- ECOTASA SUB. CATEGORíA N3; SER-MONTAJE & BALANCEO AUTO/CAMIONETA - SER-MONTAJE & BALANCEO AUTO/CAMIONETA; SER-ALINEACION CAMIONETA 2500 - SER-ALINEACION CAMIONETA 2500,0.9500,N,,
OQ-00799,FORD F150 LARIAT TBZL-91 41264 03/01/2025 14:58 725197,A@FORD F150 LARIAT TBZL-91 41264 03/01/2025 14:58 725197,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000551719_969183005.xml,551719,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden - AUTO@Marca Modelo Patente Stock Km.V; FORD F150 LARIAT TBZL-91 41264 03/01/2025 14:58 725197 - A@FORD F150 LARIAT TBZL-91 41264 03/01/2025; -------------------------------------------------------------------------------- - A@---------------; CODIGO DESCRIPCION - A@CODIGO DESCRIPCION; S-MD40 CUARTA MANTENCION - A@S-MD40 CUARTA MANTENCI,0.9500,N,,
OQ-01009,20% ANTICIPO SERVICIO INSTALACION Y PUESTA EN MARCHA,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026366_761757865.xml,26366,20% ANTICIPO IXPRESS 50 PUESTOS-ICR; 20% ANTICIPO MATERIAL NACIONAL,0.2500,N,,
OQ-01053,REPARACION INYECTORES MANTENCION,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; CAÑERIA DE INYECCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR; FILTRO DE COMBUSTIBLE,0.9000,N,,
OQ-01054,REPARACION BOMBAS ELEVACION,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; CAÑERIA DE INYECCION; REPARACION INYECTORES MANTENCION; FILTRO ACEITE DE MOTOR; FILTRO DE COMBUSTIBLE,0.9000,N,,
OQ-01071,RETIRO ALIMENTO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,"MANTENCION,ASEO Y LIMPIEZA DE INDUSTRIAS,LECHERIAS,SILOS,INST.IND.Y CO",COMPRAS,DTE_033_000000000286_764520343.xml,286,CAMION; ROSCO; GENERADOR TRIFASICO; LAVADO SILO INTERIOR; TRASLADO EQUIPO,0.1000,N,,
OQ-01076,KM Y TRASLADO PEAJES,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; CAÑERIA DE INYECCION; REPARACION INYECTORES MANTENCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR; FILTRO DE COMBUSTIBLE,0.8500,N,,
OQ-01079,FILTRO DE CANTADOR,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; CAÑERIA DE INYECCION; REPARACION INYECTORES MANTENCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR,0.8500,N,,
OQ-01090,cambio correa,,SERVIMEC SPA,MANTENCION Y REPARACION DE MAQUINARIA AGRICOLA Y VEHICULOS MOTORIZADOS,COMPRAS,DTE_033_000000007278_766149405.xml,7278,,0.8000,N,,
OQ-01091,FILTRO DE COMBUSTIBLE,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; CAÑERIA DE INYECCION; REPARACION INYECTORES MANTENCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR,0.8500,N,,
OQ-01096,SERVICIO TORNERO ARMADO BOMBA,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026395_761757865.xml,26395,ACEITE BOMBA VACIO CL 1LT; CORREA BX-70; HORA TECNICA AM; VIAJE TECNICO; REPUESTO ROTOR DE CABEZAL BOMBA VACIO,0.9500,N,,
OQ-01097,SERVICIO EMERGENCIA LH,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026440_761757865.xml,26440,VIAJE TECNICO; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220,0.9500,N,,
OQ-01104,SERVICIO EMERGENCIA FA,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026137_761757865.xml,26137,VIAJE TECNICO,0.8000,N,,
OQ-01107,SERVICIO EMERGENCIA JM,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026139_761757865.xml,26139,VASO METATRON CPL; VIAJE TECNICO,0.8500,N,,
OQ-01119,RECUPERACION GASTOS MAESTRANZA,,ENTRE RIEGOS DEL SUR SPA,"VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.",COMPRAS,DTE_033_000000017764_766379990.xml,17764,RODAMIENTO; BUJE ACERO 213952Q BBA&#46;ROVATTI; EJE BOMBA ROVATTI F33K100&#47;3L INCLUYE 4 CU&deg;AS 214375H; SOPORTE COJINETE BBA&#46; ROV&#46; F33K100&#47;3L POS&#46; 13&#45;17&#45;18; PRENSA ESTOPA 5&#47;16&quot; POR METRO; TUERCA ESPECIAL BOMBA ROVATTI,0.8000,N,,
OQ-01123,Cambio embrague,,SERVIMEC SPA,MANTENCION Y REPARACION DE MAQUINARIA AGRICOLA Y VEHICULOS MOTORIZADOS,COMPRAS,DTE_033_000000007220_766149405.xml,7220,,0.8000,N,,
OQ-01124,HORA TECNICA AM,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026395_761757865.xml,26395,ACEITE BOMBA VACIO CL 1LT; CORREA BX-70; VIAJE TECNICO; REPUESTO ROTOR DE CABEZAL BOMBA VACIO; SERVICIO TORNERO ARMADO BOMBA,0.7000,N,,
OQ-01128,HORA TECNICA FA,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026232_761757865.xml,26232,VIAJE TECNICO; VACUOMETRO LINEA,0.8000,N,,
OQ-01131,CONSUMO,,GASTRONOMIA ACHORATE SPA,"BAR RESTAURANTE, SALON DE EVENTOS",COMPRAS,DTE_033_000000001002_777376748.xml,1002,,0.8500,N,,
OQ-01132,CAÑERIA DE INYECCION,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; REPARACION INYECTORES MANTENCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR; FILTRO DE COMBUSTIBLE,0.9000,N,,
OQ-01134,REPUESTO ROTOR DE CABEZAL BOMBA VACIO,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026395_761757865.xml,26395,ACEITE BOMBA VACIO CL 1LT; CORREA BX-70; HORA TECNICA AM; VIAJE TECNICO; SERVICIO TORNERO ARMADO BOMBA,0.9200,N,,
OQ-01141,HORA TECNICA,,HGS DAIRY SOLUTIONS SPA,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000026247_761757865.xml,26247,JUEGO PEZONERAS COLECTOR 300; VIAJE TECNICO; JUEGO MIRILLAS COLECTOR 300 CC; SPRAY DESLIZANTE,0.8500,N,,
OQ-01146,SERVICIO EMERGENCIA LH,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024364_761757865.xml,24364,VIAJE TECNICO; SERVICIO EMERGENCIA FA,0.9500,N,,
OQ-01206,Arriendo Noviembre 25,,ADDVISE SPA,"COMERC.INSUMOS PARA NUTRICION ANIMAL Y VEGETAL, ELAB ALIMENT ANIMALES",COMPRAS,DTE_033_000000005101_764503287.xml,5101,,0.8500,N,,
OQ-01207,Arriendo Octubre 25,,ADDVISE SPA,"COMERC.INSUMOS PARA NUTRICION ANIMAL Y VEGETAL, ELAB ALIMENT ANIMALES",COMPRAS,DTE_033_000000004892_764503287.xml,4892,,0.8500,N,,
OQ-01258,FABRICACION EJES (MAESTRANZA),FABRICACION EJES (MAESTRANZA),GALLAGHER CHILE SPA,"Importacion Exportacion y Comercializacion de Maquinarias, Repuestos e Insumos A",COMPRAS,DTE_033_000000019786_760703753.xml,19786,ACEITE - ACEITE; FABRICACION EJES (MAESTRANZA) - FABRICACION EJES (MAESTRANZA); MASA DELANTERA ESTRIADA ARREADOR - MASA DELANTERA ESTRIADA ARREADOR; MANO DE OBRA SERVICIO TECNICO GALLAGHER - MANO DE OBRA SERVICIO TECNICO GALLAGHER,0.7500,N,,
OQ-01527,SOPLETE GAS PG400M PROVIDUS TECHNIC -@,SOPLETE GAS PG400M PROVIDUS TECHNIC -@,DORIS IVONNE CASTILLO KANTER,Ferretería,COMPRAS,DTE_033_000000245897_66554732.xml,245897,BALON GAS 190 GRS BERCATTI -@ - BALON GAS 190 GRS BERCATTI -@; ABRAZADERA CON PERNO 60MM-63MM -@ - ABRAZADERA CON PERNO 60MM-63MM -@; SOPLETE GAS PG400M PROVIDUS TECHNIC -@ - SOPLETE GAS PG400M PROVIDUS TECHNIC -@,0.8500,N,,
OQ-01622,CAMARA 14.9/13 24 TR218A,UNIDAD|SOLICITADO POR PILAR LOBOS,Tattersall AgroInsumos S.A.,Distribución de Insumos y Maquinaria Agrícola,COMPRAS,DTE_033_000000663608_967754005.xml,663608,NEUMATICO 14.9-24 / 8 TELAS - |SOLICITADO POR PILAR LOBOS; CAMARA 14.9/13 24 TR218A - UNIDAD|SOLICITADO POR PILAR LOBOS,0.9500,N,,
OQ-01623,BASTON LECTOR XRS2I TRU-TEST (SF3),,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,"Compraventa de insumos y maquinaria agricola,combustibles,Exportaciones y Servic",COMPRAS,DTE_033_000005965531_812908006.xml,5965531,,0.9500,N,,
OQ-01630,INSUMO TALLER GUANTES BUZOS ETC,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; CAÑERIA DE INYECCION; REPARACION INYECTORES MANTENCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR,0.8000,N,,
OQ-01631,BASE DESPICHE 50 MM.,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024862_761757865.xml,24862,"BOTON PULSADOR C/CAPUCHON 22MM ROJO; CABLE CORDON FLEXIBLE 3X0,75 MM; TAPA CILINDRO ELEVADOR FRONTAL; TUBO CORTO LECHE COLEC. 300 C.C.; ORING RACOR 50 MM.; TAPA FRONTAL METATRON S21",0.9500,N,,
OQ-01642,DESMONTAJE Y ARMADO SISTEMA INYECCION Y BOMBAS INYECCION,,SOCIEDAD TOROYO LTDA,ACTIVIDADES DE APOYO A LA AGRICULTURA,COMPRAS,DTE_033_000000012439_761491156.xml,12439,Eurodiesel plus 15W40 CK4 19 lts; KM Y TRASLADO PEAJES; CAÑERIA DE INYECCION; REPARACION INYECTORES MANTENCION; REPARACION BOMBAS ELEVACION; FILTRO ACEITE DE MOTOR,0.9000,N,,
OQ-01647,GRASA LUBRICANTE EASY START 400 G,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024760_761757865.xml,24760,KIT DE SERVICIO-MANEJO DE LA LECHE VAR.EasyStart; REPARACION EASY STAR; GUARDACABOS PLASTICO; GUARNICION DE GOMA CILINDRO NUEVO; MOSQUETON; OJETE PROTECTOR CONTRA TRACCION,0.9500,N,,
OQ-01662,JUNTA TORICA DE CODO ICIP,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024780_761757865.xml,24780,"SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS; COPA DE GOMA JETTER CUP MILFOS 44 ICIP; CHEMICAL PUMP SQUEEZE TUBE 5/8 EPDM &amp; CLIPS; CORREA BX-62; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL)",0.7500,N,,
OQ-01664,SOPORTE PARA FILTRO 40 MM.,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024762_761757865.xml,24762,"JUEGO DE SERVICIO-GESTION DE LECHE CE VAR.,METATRON W; VIAJE TECNICO; HORA TECNICA JM",0.8000,N,,
OQ-01670,ORING TAPA CILINDRO PUERTA,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024761_761757865.xml,24761,GRASA LUBRICANTE EASY START 400 G; PISTON CILINDRO PUERTA; RETEN VASTAGO CILINDRO PUERTA; MEMBRANA VISOFLOW METATRON; SELECTOR ABB 2 POSICIONES 1NA C2SS2-10B-10 COMPACTO; Kit pulsador / 1500 h Pulsador Apex M,0.8000,N,,
OQ-01673,NEUMATICO 14.9-24 / 8 TELAS,|SOLICITADO POR PILAR LOBOS,Tattersall AgroInsumos S.A.,Distribución de Insumos y Maquinaria Agrícola,COMPRAS,DTE_033_000000663608_967754005.xml,663608,NEUMATICO 14.9-24 / 8 TELAS - |SOLICITADO POR PILAR LOBOS; CAMARA 14.9/13 24 TR218A - UNIDAD|SOLICITADO POR PILAR LOBOS,0.9500,N,,
OQ-01687,VASO METATRON CPL,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024867_761757865.xml,24867,VIAJE TECNICO; HORA TECNICA FA,0.8000,N,,
